channel_name,num_videos
kw7294,1
stockmarket786,5
MeltDeta,63
bassyirahmohameddiah6486,6
fullmetaltrader,8
nasarchives,82
doktorzed8393,1419
mrvillain3977,5
4stocks96,2
FutureBeats_AI,25
mindfulscalping,132
forexrenkotrading2698,3
MPLUS-dc8bc,3
ademolajoshau5773,2
Trdingclass,3
sniperfxtrading7105,10
jd-joedavis,135
maurotradesfx,150
PointBlankQA,61
the_trader_motorist,146
triumphtrustfx8357,85
areolainvestors,10
khomailteguhashari8645,38
learnstock927,3
schooloftechnicalanalysis5712,2
t1mp,8
Lifejourney2410,26
Cooked_Trades,6
justnifty5602,4
sedentrepreneur9224,2
oasistradingavenue2009,14
dynamitesloan8414,48
learnforexandbinarytrading1413,13
Theblondemen,14
louisowen7266,24
fibfx911,135
TheCXFilesPodcast,8
DerivativeGenius,71
jttradingdiary6660,4
ianance,1
CyparEd,3
spartacustradingcorporatio5403,89
TantaoNews,1930
Tradelikewizard,38
moneyprinter1,23
sridharsundaram5575,8
KINGOFFOREXTRADING,19
weebgrinder-AIArtistPro,274
cupidinvest,146
cristiano28901,18
NOOVERNIGHT,1
asp-stocks,16
laiyavlogs9168,17
kimhyori358,60
BulletproofTrader1111,99
mcdx7277,2
parabolictrading,1
akatongie1157,16
originalgreatness,67
usmanashraf,8
RatioTrader,134
Iphoneappsbestofficial,33
alexcoluna,96
djsnipezfx,38
tradamaker6464,13
millionairewho1639,36
danielobasi685,10
ForexManipulation,13
LOCALTRADER1103,44
nikhilsoptiontrading1966,10
financialfreedomwithinreach,1
NexFolio,3
FinanceforEveryone-q3b,20
rajjakatar,5
vincenzosandoz996,2
vsatradingcourse,55
thetraderstreet,18
finstocklearn,2
theunknowntrader3217,7
schoolofthought9613,6
diligent...,9
carefultrader77,1
johntoobie6,38
youtubeshortslover2348,3
moneyblueprintacadmey,63
SpiceStocks,188
YourNetWorthManagerRegina,29
ElMiddoetrading,1
happinessndlovu8668,2
emilkyshtobaev6684,60
tamiltradingtutorials608,41
royalqluganda,18
patrickdonnelly6135,15
Themoneygurus,1
JustinHames,81
parsazeox,15
blackswanitalia4719,2
mt4systems,138
StudyChillRepeat,9
the_investors_book_club,13
eng.oliverbaraza9077,12
mosesogaga1268,2
jala2357,8
dr.354,193
DownUnderTrading,36
fxchannel9350,2
WorkHardPlayHard_YT,1
ElvisUrhobowin,8
the.1crclub,6
forextradingca1040,4
t_charts6851,2
Alex-ez8kh,3
theperfecttrader9816,74
crafteranuradha,208
precisionfxpublicchannel8766,1
ExoticWealth,57
buyandsellzones,7
FXZoneTrader,4
TradingIndiactors,3
Outhenticfx,19
videoburns1,32
investforprofit4092,44
tradingwithlegends,7
nightmarketfx9319,11
underfor,1
cryptosauce9419,3
TheStockadda07,3
algorithmsfortrading5912,31
RealTime_ForexTrader,20
trey_di7239,7
Mastermindtradingacedemy,11
tradingstrategy8531,3
dividendkinginvesting5272,4
sritrading1050,4
marketstance8447,7
preetik8589,5
cryptoqueenneha,95
tarun1533,71
allrobottrading9304,13
KUNALVARUNYT,7
meritforex6480,13
RAXTHEINVESTOR,3
kr3ativ3hustl3,1
myinvesta.1M,524
tradedrive8945,21
mylesoracle,3
FutureTechNexus1,4
KuKoVisuals,54
traders_kit,21
ThinKom1,26
Shareify10,262
capitalizetrading,38
SynergyFXSydney,9
bravemindsforex867,77
Onepercentsl-15,3
TheBavieux,8
solotech2203,9
teamgrowthelevated5118,5
growfaster8121,12
makaassistant898,13
otforex4756,6
fxincome,33
user-ii1wp8ok2p,33
EconomicsandFinance,19
Bitcoin9369,1
SpiderMoney,7
calebekenenwanneka1829,4
90sstreets74,219
joshreynolds3018,3
MR.INDIANSHANU,48
AsifYameen67,97
purefxtrading6364,1
56ace-96,4
nasdxq,46
hadi434,3
helioslifeenterprises,10
mtraderfx7312,16
dreamwayfxacademy9133,6
hackermanace,3
winwithhuncho,14
adnaanhirani,9
KKeysTrades,8
arbitragerobot6725,10
JonnyRello,1
flamezacademy8451,3
Drpapuffnik,45
engineerXtrader,6
joshualeadon4228,3
MMAcademy28,8
dmhntrading1297,37
thecryptomoneyteam8747,6
mikhailsergeev679,27
kocerroxy4337,8
MastroBillionaire,49
optimalninja287,20
Beenucarupdates,232
coinrotator,14
lifeofadon215,49
investmentwitharvind17,20
akashputtta,3
Nicks1702,92
avazavazzada9265,160
psychology439,1
Sorelaxable,2
ramaliatrades6461,23
ajensworld8062,21
punyaslokswain5352,8
Istancapital,27
nauticaleducation7647,1
TraderFace,100
makemoneyworldwide5556,5
DigitaldrBull,2
kory.pippen3233,7
Brilliant_Traders01,8
samuelbambrick1849,43
chartchampionsleaked8969,9
wealth.center,276
smartmoneytradingacademy7675,22
narendrak7548,41
DreamtredingClub,1
baniyaTrader,3
mr_criteria,1
cryptoforexdoc,1
trade.scroll,1
HARIIIFX,1
UpstateCurious,312
anissemma9977,60
achievewealth2357,6
