channel_name,num_videos
UpperCircuit,3
SunilRathi365,170
ManishTechAndResearch,15
ivandasanad551,8
chendakim7276,18
msciencellc6621,6
whalewatch5993,5
tradelink9292,10
boostmyprofit672,4
joshuastowell8454,2
AITechnologyStocks,10
JieNing-gh6kw,5
mrcryptobtc,11
MYTRADEVIEW_01,3
AsymmetricGains,144
tradewithsurgeon,6
DreamForcemmm,15
dividendinvesting4368,29
yorkerfxx,105
financerewind8402,14
TrucDaNgoc,45
dchessking,9
cryptoamanking6071,3
empire8542,46
prashanttiwari6967,1
newshot4908,609
FinSecInvest-informationblogs,11
rjsingapore1,10
005timoteussimanjuntak3,19
HONGZHU-zl6by,5
VSAliveForexTrading,17
BookEndsClassics,19
HIGHERHIGH8848,9
employeeislife4265,8
spreadingmastery462,19
HeweJouanny,5
bfxtpro9341,8
ChristinaQi,1
econalerts7376,6
Yourcryptohelper,2283
EricBigham1,27
techshow-iv9zt,1
ChelseaBentley,100
jamesdr0736,8
MentorRyan,5
forexsimplified8371,5
godsfxtrade,23
igniteyourtrading2556,1
Braintrain23,1
gionnyimperator,388
Diegocosta-jd2ci,1
zuhaalfaraj1669,3
pb010111,1
forexshorts68,4
srcurlyblues,2
gobetradehouse,148
techandtrading,2
AlejandroFranciscodelPino,17
marcelrodrigo709,1
fortuneprimeglobal-philipp5359,38
travisvincent4826,3
azeetrade,256
thefinancialperspective,25
SmartMoneyCult,4
currencystrengthzone,1
riansengupta2045,1
forex2686,24
Tradewithreason,8
chibuikemezepue3569,6
forexmadesimple4029,21
AMAZINGCRYPTO777,44
dolapo0011,3
AbdulRocksCrypto,636
P.T.R_UNIVERSITY,2
Bigiantechsolutions,33
camjonesfx1550,784
Financial_MediaX,23
PaulSitarz,11
24hTrading,443
johnc5342,14
jeetnathtrader6413,18
tradingessence6732,108
tradingwithgodlywisdom166,5
cqgsaw,36
FindYourPurpose.21m,2
BKB2014,5
FXSMART22,1
TheIndividuals,77
mikeconaway11,208
annibaba,10
Blaiserboy,38
OuterCircleTrading,38
sauravpanda,102
Steveteachescrypto,3
drjmcintyr,10
forex-supplyanddemandtradi9031,2
thestocksguy37,66
smartwaytotrade4724,7
Stockspeak7,4
OreoDips,6
DwiyanAnggara,170
Jacktradesofficial,13
millionairefxinstitutional9152,5
acyconnect4586,7
NJ0225,3
KRekha-ht6qb,15
VegasFutures,78
AGIOGPT01,19
optionsellerstelugu9893,28
SmartForexTrading-Pro,193
financialfreedomwithdrjay,30
CryptoBaller,6
cryptoterminal692,9
activestocks,46
pivotzones,3
haveago_biz,30
QuickyMarket,9
memoirsofaunsuccessfultrad2228,61
LisaSalvatore,291
Real_chiral_fx,323
BrandAnalyser,28
ForexKingdubai,1
oksycoistrading5214,11
07.capitalclub,2
Thoughts-of-Trading,2
royalbotclub_official,3
letstradewiththiyaga9300,18
TrxxblemakersEnt,8
EmzCapitals,38
forexguru3291,4
palamarchukk,6
honestreviewschannelhq,48
MarketsGuide,8
SpryWareDMA,1
TradersHood_,14
athensmarkets,2
WealthWizardHub,303
ChatAIG,1
PremiumCourses95OFF-ob3od,7
papaevag,4
pilottrading3185,3
bankniftyhak,255
virtualtradingfloor,12
TRADEMASTER-99723,34
wealthandwellnessmastery,5
jameslepage1468,3
Sonagai2,1
MichaelPeters-In-Vizible,106
pratiknalawade8575,4
hfdchannel6917,6
financeonfire4562,5
bapyroy7375,8
anasabba9349,11
fingirl7598,17
somesh1515,5
marketmuse2626,24
windotrader,5
Seemytrades,22
acutusonline3159,4
redcaptraders7848,2
Ignitedminds93,31
sophiawomen,3
reactionDandK,69
digitalajay07,61
NOMSUAUDU4u,29
saturun5134,37
intrader2,69
SachinGupta-pj6rn,10
Orientforex,5
Boomis_talks,131
MatrixTradingWP,11
NETWORKINGBELGIUM,2
dothalton1295,32
Christuneforex,10
parthpathak4793,26
justalearner4013,19
letsaskmike7765,33
elliotjames1668,25
ThePlatypusTrader,2
beyondfx2512,2
pillsofblockchain,1
herimahardika3018,10
financialfearlessblackgirl,74
futurevisiontrendsfvt9952,18
moneywaves4956,17
tomyGF0424,1
Vangleinvest,103
SmartRisk39,31
TradeLogicTV,2
Nonomarket,468
forexkids7877,15
PriceRangeTrader,2
peppemascaretti,3
babuzeirasdoh2,11
geoffshred,12
elitecoachingacademy,108
attiwood,13
debadattasahoo9875,353
atlantiscexhelpcenter,38
alexandrefabretti1174,22
ForexAusbildung,18
thevegatrader,16
jitendrakakodiya201,63
jargalbanks1,203
Fredo_world98,101
retailinvestorsstockexchan9293,3
freshmindtraders6126,7
stockswithkunle700,58
marketofhmt9012,1
Bashboxx,232
trade2earnprofit525,12
workingonai1965,1
quantumtradersacademy9607,38
Lagi1010,424
calvinharris1256,15
Compoundintereststockguy,454
chuckydog8668,140
abhinaytrader,13
dtitrader,12
Jas0nJames,22
cikecikeforexcapital8015,5
PowermoneyCapital,4
ShareMarketNepal,229
forextradingstrategies7974,2
TradeFlixIndia,1
tradingtrain,69
AliFX,31
YourTraderSam1,70
FXOpenPAMMaccount,12
freestockmarkettraining6526,3
thomasnickel1331,34
ParaTrade,105
sripriyanka7447,1
windsorfinex1382,4
sxtrading9814,6
beyou6581,3
Exploretheoperator34,17
tradewitharvee9746,9
blamedia3610,20
herosfxtradertz7880,8
Traderssystem,1
MuhammadIlyasVlogs17,13
TradingVault01,2
user-qg8uj9hk6g,55
johnrobertson8835,1
tradingmaster97,18
jsvasan,9
volfortorderflow6581,4
traderricky4673,70
VUMANCHU339,41
MissCapitalFX,7
tradewithpk,219
aleeilrelaxing,27
Hacked8Academy,10
INVYZN,32
webchessru,127
cryptoricknft56,6
km.fx.killer8101,1
davidfreitag6169,17
